review_status,id,age_group,theme,sub_topic,kor_words,eng_words,lyrics,youtube_title,youtube_description,youtube_tags
Updated,21,1-2,신체,내 몸,손;발;배,Hand;Foot;Belly,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Hand]
(Singer's voice is very clear, friendly, and encouraging)

Clap your hands!
너의 손으로 박수쳐!

Hand. Hand.
손. 손.
...


Hand. Hand.
손. 손.

Hand. Hand.
손. 손.
...


Hand. Hand.
손. 손.



[Verse 2: Foot]
(Singer's voice is very clear, friendly, and encouraging)

Stomp your feet!
너의 발을 굴러봐!

Foot. Foot.
발. 발.
...


Foot. Foot.
발. 발.

Foot. Foot.
발. 발.
...


Foot. Foot.
발. 발.

[Verse 3: Belly]
(Singer's voice is very clear, friendly, and encouraging)

Pat your belly when it's full!
배가 부르면 배를 두드려봐!

Belly. Belly.
배. 배.
...


Belly. Belly.
배. 배.

Belly. Belly.
배. 배.
...


Belly. Belly.
배. 배.
Great job! 


Let's sing it again!



Hand. Hand.
손. 손.
...


Hand. Hand.
손. 손.


Foot. Foot.
발. 발.
...


Foot. Foot.
발. 발.


Belly. Belly.
배. 배.
...


Belly. Belly.
배. 배.


[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[1-2세 동요] 내 몸,내 몸'에 대해 배워봐요! 신나는 노래로 함께해요!,"신체,내 몸,손,발,배"
Updated,22,3-4,숫자,숫자 6부터 10,여섯;일곱;여덟;아홉;열,Six;Seven;Eight;Nine;Ten,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Six]
(Singer's voice is very clear, friendly, and encouraging)

After five comes Six.
다섯 다음은 여섯.

Six. Six.
여섯. 여섯.
...

Six. Six.
여섯. 여섯.
...

Six. Six.
여섯. 여섯.

Great job! 

[Verse 2: Seven]
(Singer's voice is very clear, friendly, and encouraging)

After six comes Seven.
여섯 다음은 일곱.

Seven. Seven.
일곱. 일곱.
...
Seven. Seven.
일곱. 일곱.

Seven. Seven.
일곱. 일곱.
...
Seven. Seven.
일곱. 일곱.


[Verse 3: Eight]
(Singer's voice is very clear, friendly, and encouraging)

After seven comes Eight.
일곱 다음은 여덟.

Eight. Eight.
여덟. 여덟.
...

Eight. Eight.
여덟. 여덟.
...


Eight. Eight.
여덟. 여덟.



[Verse 4: Nine]
(Singer's voice is very clear, friendly, and encouraging)

After eight comes Nine.
여덟 다음은 아홉.

Nine. Nine.
아홉. 아홉.
...

Nine. Nine.
아홉. 아홉.
...


Nine. Nine.
아홉. 아홉.
...


Nine. Nine.
아홉. 아홉.



[Verse 5: Ten]
(Singer's voice is very clear, friendly, and encouraging)

After nine comes Ten!
아홉 다음은 열!

Ten. Ten.
열. 열.
...

Ten. Ten.
열. 열.

Ten. Ten.
열. 열.
...

Ten. Ten.
열. 열.


[Review]
Let's sing it again!


Six. Six.
여섯. 여섯.


Six. Six.
여섯. 여섯

Seven. Seven.
일곱. 일곱.

Seven. Seven.
일곱. 일곱.

Eight. Eight.
여덟. 여덟.

Eight. Eight.
여덟. 여덟.

Nine. Nine.
아홉. 아홉.

Nine. Nine.
아홉. 아홉.

Ten. Ten.
열. 열.


Ten. Ten.
열. 열.

[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[3-4세 동요] 숫자 6부터 10,숫자 6부터 10'에 대해 배워봐요! 신나는 노래로 함께해요!,"숫자,숫자 6부터 10,여섯,일곱,여덟,아홉,열"
Updated,23,5-6,일상,요일,월요일;화요일;수요일;목요일;금요일;토요일;일요일,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Monday]
(Singer's voice is very clear, friendly, and encouraging)

The first day of the school week is Monday.
학교 가는 첫날은 월요일.

Monday. Monday.
월요일. 월요일.
..

Monday. Monday.
월요일. 월요일.

Monday. Monday.
월요일. 월요일.
..

Monday. Monday.
월요일. 월요일.

[Verse 2: Tuesday]
(Singer's voice is very clear, friendly, and encouraging)

The second day is Tuesday.
두 번째 날은 화요일.

Tuesday. Tuesday.
화요일. 화요일.
...
Tuesday. Tuesday.
화요일. 화요일.

Tuesday. Tuesday.
화요일. 화요일.
...
Tuesday. Tuesday.
화요일. 화요일.


[Verse 3: Wednesday]
(Singer's voice is very clear, friendly, and encouraging)

The middle of the school week is Wednesday.
학교 가는 주의 중간은 수요일.

Wednesday. Wednesday.
수요일. 수요일.
...

Wednesday. Wednesday.
수요일. 수요일.

Wednesday. Wednesday.
수요일. 수요일.
...

Wednesday. Wednesday.
수요일. 수요일.



[Verse 4: Thursday]
(Singer's voice is very clear, friendly, and encouraging)

After Wednesday comes Thursday.
수요일 다음은 목요일.

Thursday. Thursday.
목요일. 목요일.
...


Thursday. Thursday.
목요일. 목요일.

Thursday. Thursday.
목요일. 목요일.
...


Thursday. Thursday.
목요일. 목요일.


[Verse 5: Friday]
(Singer's voice is very clear, friendly, and encouraging)

The last school day is Friday!
학교 가는 마지막 날은 금요일!

Friday. Friday.
금요일. 금요일.
...

Friday. Friday.
금요일. 금요일.

Friday. Friday.
금요일. 금요일.
...

Friday. Friday.
금요일. 금요일.



[Verse 6: Saturday]
(Singer's voice is very clear, friendly, and encouraging)

On Saturday, we can play all day!
토요일엔, 하루 종일 놀 수 있어!

Saturday. Saturday.
토요일. 토요일.
...


Saturday. Saturday.
토요일. 토요일.

Saturday. Saturday.
토요일. 토요일.
...


Saturday. Saturday.
토요일. 토요일.

[Verse 7: Sunday]
(Singer's voice is very clear, friendly, and encouraging)

On Sunday, we rest and have fun!
일요일엔, 쉬고 재밌게 놀아!

Sunday. Sunday.
일요일. 일요일.
...
Sunday. Sunday.
일요일. 일요일.

Sunday. Sunday.
일요일. 일요일.
...
Sunday. Sunday.
일요일. 일요일.


[Review]
Let's sing it again!


Monday. Monday.
월요일. 월요일.
Tuesday. Tuesday.
화요일. 화요일.
Wednesday. Wednesday.
수요일. 수요일.
Thursday. Thursday.
목요일. 목요일.
Friday. Friday.
금요일. 금요일.
Saturday. Saturday.
토요일. 토요일.
Sunday. Sunday.
일요일. 일요일.

[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[5-6세 동요] 요일,요일'에 대해 배워봐요! 신나는 노래로 함께해요!,"일상,요일,월요일,화요일,수요일,목요일,금요일,토요일,일요일"
Updated,24,7-8,과학,태양계 행성 2,토성;천왕성;해왕성,Saturn;Uranus;Neptune,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Saturn]
(Singer's voice is very clear, friendly, and encouraging)

The planet with rings is Saturn.
고리를 가진 행성은 토성.

Saturn. Saturn.
토성. 토성.
...
Saturn. Saturn.
토성. 토성.
...
Saturn. Saturn.
토성. 토성.
...
Saturn. Saturn.
토성. 토성.


[Verse 2: Uranus]
(Singer's voice is very clear, friendly, and encouraging)

A very cold planet is Uranus.
아주 추운 행성은 천왕성.

Uranus. Uranus.
천왕성. 천왕성.
...
Uranus. Uranus.
천왕성. 천왕성.
...

Uranus. Uranus.
천왕성. 천왕성.
...
Uranus. Uranus.
천왕성. 천왕성.
...

[Verse 3: Neptune]
(Singer's voice is very clear, friendly, and encouraging)

A planet far away is Neptune.
멀리 있는 행성은 해왕성.

Neptune. Neptune.
해왕성. 해왕성.
...
Neptune. Neptune.
해왕성. 해왕성.
...

Neptune. Neptune.
해왕성. 해왕성.
...

Neptune. Neptune.
해왕성. 해왕성.

[Review]
Let's sing it again!


Saturn. Saturn.
토성. 토성.
...
Saturn. Saturn.
토성. 토성.

Uranus. Uranus.
천왕성. 천왕성.
...
Uranus. Uranus.
천왕성. 천왕성.

Neptune. Neptune.
해왕성. 해왕성.
...
Neptune. Neptune.
해왕성. 해왕성.
...
[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[7-8세 동요] 태양계 행성 2,태양계 행성 2'에 대해 배워봐요! 신나는 노래로 함께해요!,"과학,태양계 행성 2,토성,천왕성,해왕성"
Updated,25,3-4,자연,곤충,나비;잠자리;벌,Butterfly;Dragonfly;Bee,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Butterfly]
(Singer's voice is very clear, friendly, and encouraging)

A butterfly has colorful wings.
나비는 다채로운 날개를 가졌어.

Butterfly. Butterfly.
나비. 나비.
...

Butterfly. Butterfly.
나비. 나비.
...
Butterfly. Butterfly.
나비. 나비.

Butterfly. Butterfly.
나비. 나비.
...

[Verse 2: Dragonfly]
(Singer's voice is very clear, friendly, and encouraging)

A dragonfly can fly very fast.
잠자리는 아주 빨리 날 수 있어.

Dragonfly. Dragonfly.
잠자리. 잠자리.
...

Dragonfly. Dragonfly.
잠자리. 잠자리.
...

Dragonfly. Dragonfly.
잠자리. 잠자리.


Dragonfly. Dragonfly.
잠자리. 잠자리.
...

[Verse 3: Bee]
(Singer's voice is very clear, friendly, and encouraging)

A bee makes sweet honey.
벌은 달콤한 꿀을 만들어.

Bee. Bee.
벌. 벌.
...

Bee. Bee.
벌. 벌.
...
Bee. Bee.
벌. 벌.


Bee. Bee.
벌. 벌.
...
Let's sing it again!


Butterfly. Butterfly.
나비. 나비.
...

Butterfly. Butterfly.
나비. 나비.
...
Dragonfly. Dragonfly.
잠자리. 잠자리.
...

Dragonfly. Dragonfly.
잠자리. 잠자리.
...
.
Bee. Bee.
벌. 벌.


Bee. Bee.
벌. 벌.
...
[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[3-4세 동요] 곤충,곤충'에 대해 배워봐요! 신나는 노래로 함께해요!,"자연,곤충,나비,잠자리,벌"
Updated,26,5-6,감정,다양한 감정,놀람;부끄러움;궁금함,Surprised;Shy;Curious,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Surprised]
(Singer's voice is very clear, friendly, and encouraging)

When something unexpected happens, you are Surprised!
예상치 못한 일이 생기면, 너는 놀란 거야!

Surprised. Surprised.
놀람. 놀람.
...

Surprised. Surprised.
놀람. 놀람.
...
Surprised. Surprised.
놀람. 놀람.

Surprised. Surprised.
놀람. 놀람.
...

[Verse 2: Shy]
(Singer's voice is very clear, friendly, and encouraging)

When you hide behind mom, are you Shy?
엄마 뒤에 숨을 때, 부끄러운 거니?

Shy. Shy.
부끄러움. 부끄러움.
...

Shy. Shy.
부끄러움. 부끄러움.
...
Shy. Shy.
부끄러움. 부끄러움.

Shy. Shy.
부끄러움. 부끄러움.
...

[Verse 3: Curious]
(Singer's voice is very clear, friendly, and encouraging)

When you want to know 'why?', you are Curious!
'왜?'라고 알고 싶을 때, 너는 궁금한 거야!

Curious. Curious.
궁금함. 궁금함.
...

Curious. Curious.
궁금함. 궁금함.
...
Curious. Curious.
궁금함. 궁금함.


Curious. Curious.
궁금함. 궁금함.
...
Let's sing it again!

Surprised. Surprised.
놀람. 놀람.
...

Surprised. Surprised.
놀람. 놀람.

Shy. Shy.
부끄러움. 부끄러움.

Shy. Shy.
부끄러움. 부끄러움.
...
...
Curious. Curious.
궁금함. 궁금함.


Curious. Curious.
궁금함. 궁금함.
[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[5-6세 동요] 다양한 감정,다양한 감정'에 대해 배워봐요! 신나는 노래로 함께해요!,"감정,다양한 감정,놀람,부끄러움,궁금함"
Updated,27,7-8,신체,소화 과정,음식;위;소장;대장,Food;Stomach;Small intestine;Large intestine,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Food]
(Singer's voice is very clear, friendly, and encouraging)

When you are hungry, you eat Food!
배고플 때, 우리는 음식을 먹어요!

Food. Food.
음식. 음식.
...

Food. Food.
음식. 음식.
...
Food. Food.
음식. 음식.


Food. Food.
음식. 음식.
...

[Verse 2: Stomach]
(Singer's voice is very clear, friendly, and encouraging)

Our food goes into our stomach.
우리 음식은 위로 들어가.

Stomach. Stomach.
위. 위.
...

Stomach. Stomach.
위. 위.
...

Stomach. Stomach.
위. 위.

Stomach. Stomach.
위. 위.
...


[Verse 3: Small intestine]
(Singer's voice is very clear, friendly, and encouraging)

Our food goes down to the small intestine.
우리 음식은 소장으로 내려가.

Small intestine. Small intestine.
소장. 소장.
...

Small intestine. Small intestine.
소장. 소장.
...

Small intestine. Small intestine.
소장. 소장.


Small intestine. Small intestine.
소장. 소장.
...

[Verse 4: Large intestine]
(Singer's voice is very clear, friendly, and encouraging)

After the small intestine comes the large intestine.
소장 다음은 대장이야.

Large intestine. Large intestine.
대장. 대장.
...

Large intestine. Large intestine.
대장. 대장.
...
Large intestine. Large intestine.
대장. 대장.

...

Large intestine. Large intestine.
대장. 대장.
...

[Review]
Let's sing it again!


Food. Food.
음식. 음식.

Food. Food.
음식. 음식.

Stomach. Stomach.
위. 위.

Stomach. Stomach.
위. 위.

Small intestine. Small intestine.
소장. 소장.

Small intestine. Small intestine.
소장. 소장.

Large intestine. Large intestine.
대장. 대장.

Large intestine. Large intestine.
대장. 대장.

[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[7-8세 동요] 소화 과정,소화 과정'에 대해 배워봐요! 신나는 노래로 함께해요!,"신체,소화 과정,음식,위,소장,대장"
Updated,28,1-2,음식,채소,당근;오이;토마토,Carrot;Cucumber;Tomato,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Carrot]
(Singer's voice is very clear, friendly, and encouraging)

An orange vegetable rabbits love is a Carrot.
토끼가 좋아하는 주황색 채소는 당근.

Carrot. Carrot.
당근. 당근.
...

Carrot. Carrot.
당근. 당근.

Carrot. Carrot.
당근. 당근.
...

Carrot. Carrot.
당근. 당근.

[Verse 2: Cucumber]
(Singer's voice is very clear, friendly, and encouraging)

A long green vegetable is a Cucumber.
길고 초록색 채소는 오이.

Cucumber. Cucumber.
오이. 오이.
...
Cucumber. Cucumber.
오이. 오이.
...
Cucumber. Cucumber.
오이. 오이.
...
Cucumber. Cucumber.
오이. 오이.
...


[Verse 3: Tomato]
(Singer's voice is very clear, friendly, and encouraging)

A red and round vegetable is a Tomato.
빨갛고 동그란 채소는 토마토.


Tomato. Tomato.
토마토. 토마토.
...

Tomato. Tomato.
토마토. 토마토.
...

Tomato. Tomato.
토마토. 토마토.
...

Tomato. Tomato.
토마토. 토마토.
...


Let's sing it again!


Carrot. Carrot.
당근. 당근.
...

Carrot. Carrot.
당근. 당근.
...
Cucumber. Cucumber.
오이. 오이.
...
Cucumber. Cucumber.
오이. 오이.
...

Tomato. Tomato.
토마토. 토마토.
...

Tomato. Tomato.
토마토. 토마토.
...

[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[1-2세 동요] 채소,채소'에 대해 배워봐요! 신나는 노래로 함께해요!,"음식,채소,당근,오이,토마토"
Updated,29,3-4,가족,가족 호칭,할머니;할아버지;삼촌;이모,Grandma;Grandpa;Uncle;Aunt,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Grandma]
(Singer's voice is very clear, friendly, and encouraging)

My mom's mom is my Grandma.
우리 엄마의 엄마는 나의 할머니.

Grandma. Grandma.
할머니. 할머니.
...

Grandma. Grandma.
할머니. 할머니.
...
Grandma. Grandma.
할머니. 할머니.
...
Grandma. Grandma.
할머니. 할머니.



[Verse 2: Grandpa]
(Singer's voice is very clear, friendly, and encouraging)

My dad's dad is my Grandpa.
우리 아빠의 아빠는 나의 할아버지.

Grandpa. Grandpa.
할아버지. 할아버지.
...

Grandpa. Grandpa.
할아버지. 할아버지.
...
Grandpa. Grandpa.
할아버지. 할아버지.
...

Grandpa. Grandpa.
할아버지. 할아버지.


[Verse 3: Uncle]
(Singer's voice is very clear, friendly, and encouraging)

My dad's brother is my Uncle.
우리 아빠의 형은 나의 삼촌.

Uncle. Uncle.
삼촌. 삼촌.
...

Uncle. Uncle.
삼촌. 삼촌.
...
Uncle. Uncle.
삼촌. 삼촌.
...

Uncle. Uncle.
삼촌. 삼촌.



[Verse 4: Aunt]
(Singer's voice is very clear, friendly, and encouraging)

My mom's sister is my Aunt.
우리 엄마의 언니는 나의 이모.

Aunt. Aunt.
이모. 이모.
...
Aunt. Aunt.
이모. 이모.
...
Aunt. Aunt.
이모. 이모.
...
Aunt. Aunt.
이모. 이모.



[Review]
Let's sing it again!


Grandma. Grandma.
할머니. 할머니.

Grandma. Grandma.
할머니. 할머니.


Grandpa. Grandpa.
할아버지. 할아버지.

Grandpa. Grandpa.
할아버지. 할아버지.

Uncle. Uncle.
삼촌. 삼촌.

Uncle. Uncle.
삼촌. 삼촌.

Aunt. Aunt.
이모. 이모.

Aunt. Aunt.
이모. 이모.

[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[3-4세 동요] 가족 호칭,가족 호칭'에 대해 배워봐요! 신나는 노래로 함께해요!,"가족,가족 호칭,할머니,할아버지,삼촌,이모"
Updated,30,5-6,직업,미래의 꿈,우주비행사;과학자;예술가,Astronaut;Scientist;Artist,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Astronaut]
(Singer's voice is very clear, friendly, and encouraging)

An astronaut travels to space.
우주비행사는 우주로 여행해.

Astronaut. Astronaut.
우주비행사. 우주비행사.
...
Astronaut. Astronaut.
우주비행사. 우주비행사.
...
Astronaut. Astronaut.
우주비행사. 우주비행사.
...
Astronaut. Astronaut.
우주비행사. 우주비행사.



[Verse 2: Scientist]
(Singer's voice is very clear, friendly, and encouraging)

A scientist does cool experiments.
과학자는 멋진 실험을 해.

Scientist. Scientist.
과학자. 과학자.
...
Scientist. Scientist.
과학자. 과학자.
...
Scientist. Scientist.
과학자. 과학자.
...
Scientist. Scientist.
과학자. 과학자.



[Verse 3: Artist]
(Singer's voice is very clear, friendly, and encouraging)

An artist paints beautiful pictures.
화가는 아름다운 그림을 그려.

Artist. Artist.
예술가. 예술가.
...
Artist. Artist.
예술가. 예술가.
...
Artist. Artist.
예술가. 예술가.
...
Artist. Artist.
예술가. 예술가.



[Review]
Let's sing it again!

Astronaut. Astronaut.
우주비행사. 우주비행사.
...
Astronaut. Astronaut.
우주비행사. 우주비행사.
...
Scientist. Scientist.
과학자. 과학자.
...
Scientist. Scientist.
과학자. 과학자.

...
Artist. Artist.
예술가. 예술가.
...
Artist. Artist.
예술가. 예술가.


[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[5-6세 동요] 미래의 꿈,미래의 꿈'에 대해 배워봐요! 신나는 노래로 함께해요!,"직업,미래의 꿈,우주비행사,과학자,예술가"
Updated,31,7-8,사회,세계의 나라,미국;중국;일본;영국,USA;China;Japan;UK,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Usa]
(Singer's voice is very clear, friendly, and encouraging)

The Statue of Liberty is in the USA.
자유의 여신상은 미국에 있어.

USA. USA.
미국. 미국.
...

USA. USA.
미국. 미국.
...

USA. USA.
미국. 미국.
...
USA. USA.
미국. 미국.

Great job! (잘했어요!)

[Verse 2: China]
(Singer's voice is very clear, friendly, and encouraging)

Pandas live in China.
판다는 중국에 살아.

China. China.
중국. 중국.
...
China. China.
중국. 중국.
...
China. China.
중국. 중국.
...

China. China.
중국. 중국.



[Verse 3: Japan]
(Singer's voice is very clear, friendly, and encouraging)

Sushi comes from Japan.
초밥은 일본에서 왔어.

Japan. Japan.
일본. 일본.
...


Japan. Japan.
일본. 일본.
...


Japan. Japan.
일본. 일본.
...


Japan. Japan.
일본. 일본.

Amazing! (대단해요!)

[Verse 4: Uk]
(Singer's voice is very clear, friendly, and encouraging)

The Queen lives in the UK.
여왕님은 영국에 살아.

UK. UK.
영국. 영국.
...

UK. UK.
영국. 영국.
...
UK. UK.
영국. 영국.
...

UK. UK.
영국. 영국.



[Review]
Let's sing it again!


USA. USA.
미국. 미국.

USA. USA.
미국. 미국.


China. China.
중국. 중국.

China. China.
중국. 중국.

Japan. Japan.
일본. 일본.

Japan. Japan.
일본. 일본.

UK. UK.
영국. 영국.


UK. UK.
영국. 영국.

[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[7-8세 동요] 세계의 나라,세계의 나라'에 대해 배워봐요! 신나는 노래로 함께해요!,"사회,세계의 나라,미국,중국,일본,영국"
Updated,32,1-2,탈것,하늘의 탈것,비행기;헬리콥터;풍선,Airplane;Helicopter;Balloon,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Airplane]
(Singer's voice is very clear, friendly, and encouraging)

An airplane flies in the sky.
비행기는 하늘을 날아.

Airplane. Airplane.
비행기. 비행기.
...
Let's sing it again!
(다시 한번 불러봐요!)

Airplane. Airplane.
비행기. 비행기.

You're a star! (정말 최고야!)

[Verse 2: Helicopter]
(Singer's voice is very clear, friendly, and encouraging)

A helicopter's blades spin round and round.
헬리콥터의 날개는 빙글빙글 돌아.

Helicopter. Helicopter.
헬리콥터. 헬리콥터.
...
Let's sing it again!
(다시 한번 불러봐요!)

Helicopter. Helicopter.
헬리콥터. 헬리콥터.

Great job! (잘했어요!)

[Verse 3: Balloon]
(Singer's voice is very clear, friendly, and encouraging)

A hot air balloon floats up high.
열기구는 높이 떠올라.

Balloon. Balloon.
풍선. 풍선.
...
Let's sing it again!
(다시 한번 불러봐요!)

Balloon. Balloon.
풍선. 풍선.

Amazing! (대단해요!)

[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[1-2세 동요] 하늘의 탈것,하늘의 탈것'에 대해 배워봐요! 신나는 노래로 함께해요!,"탈것,하늘의 탈것,비행기,헬리콥터,풍선"
Updated,33,3-4,도형,입체 도형,상자;공;원뿔,Box;Ball;Cone,"[Intro]
(Music: Bright, happy, and slow acoustic pop, perfect for kids)

Hello, hello, hello!
Let’s sing together!

[Verse 1: Box]
(Singer's voice is very clear, friendly, and encouraging)

A present comes in a Box.
선물은 상자에 담겨있어.

Box. Box.
상자. 상자.
...

Box. Box.
상자. 상자.
...
Box. Box.
상자. 상자.
...

Box. Box.
상자. 상자.
...

[Verse 2: Ball]
(Singer's voice is very clear, friendly, and encouraging)

Let's play with a Ball!
공 가지고 놀자!

Ball. Ball.
공. 공.
...

Ball. Ball.
공. 공.
...
Ball. Ball.
공. 공.
...

Ball. Ball.
공. 공.
...


[Verse 3: Cone]
(Singer's voice is very clear, friendly, and encouraging)

An ice cream cone is a Cone!
아이스크림 콘은 원뿔이야!

Cone. Cone.
원뿔. 원뿔.
...

Cone. Cone.
원뿔. 원뿔.
...

Cone. Cone.
원뿔. 원뿔.
...

Cone. Cone.
원뿔. 원뿔.
...

Let's sing it again!


Box. Box.
상자. 상자.
...

Box. Box.
상자. 상자.
...
Box. Box.
상자. 상자.
...

Box. Box.
상자. 상자.
...
Ball. Ball.
공. 공.
...

Ball. Ball.
공. 공.
...
Ball. Ball.
공. 공.
...

Ball. Ball.
공. 공.
...
Cone. Cone.
원뿔. 원뿔.
...

Cone. Cone.
원뿔. 원뿔.
...

Cone. Cone.
원뿔. 원뿔.
...

Cone. Cone.
원뿔. 원뿔.
...
Great job! 





[Outro]
(Music slows down slightly, preparing to end)

Bye bye bye!
See you again!

(Music fades out with a happy final chord)",[3-4세 동요] 입체 도형,입체 도형'에 대해 배워봐요! 신나는 노래로 함께해요!,"도형,입체 도형,상자,공,원뿔"
